id;fecha;anio;mes;tipoprop;lugar;geoname_num;lat_lon;sup_tot_m2;sup_cub_m2;piso;cant_amb;des;tit;Pozo;Boleto;Unidades;Departamentos;Entrega;Inversor;Posesion;Cuotas;Anticipo;Estrenar;Emprendimiento;Resumen;Amenities;Cochera;Patio;Categoria;Balcon;Clase
129.059;4/13/15 0:00;2015;abr;dto;Floresta;3433910;-34.6344867,-58.4528841;110;64;;3;EXCELENTE DEPARTAMENTO TIPO CASA DE 3 AMBIENTES CON TERRAZA QUINCHO Y PARRILLA Y SEGUNDA COCINA AL CONTRAFRENTE  LIVING COMEDOR EN L CON ESTUFAS  COCINA RECICLADA CON BARRA DESAYUNADORA Y MUEBLES COMPLETOS  2 DORMITORIOS  BAÃ‘O COMPLETO RECICLADO CON PLAC;Excelente 3 ambientes refaccionado con terraza quincho y parrilla. Ambientes. Dormitorios. 110 m2. 64 m2c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129.070;9/19/15 0:00;2015;sep;dto;Liniers;3431333;-34.6461242,-58.5199661;34;30;3;1;Depto 1 Amb en Liniers Venta en pozo con entrega Diciembre de 2016   Edificio de 6 Pisos, 4 deptos por piso, con 1 ascensor. Excelente calidad constructiva  En planta baja posee cocheras cubiertas y descubiertas, opcionales con valor de u$s 20.000.  Del 1;DEPARTAMENTO EN VENTA;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0
129.185;11/19/15 0:00;2015;nov;PH;Flores;3433918;-34.6406404,-58.4491162;0;135;;4;HERMOSO PH EN P.B AL CONTRAFRENTE CON ENTRADA INDIVIDUAL, PATIO (8.33X7.02) CON PISCINA (DE MATERIAL: PROFUNDIDAD MIN 1.50MTRS/MAX 2MTRS, MEDIDA 4.50X2.50) Y TERRAZA PROPIA (8.36X4.35 + 4.25X 3.61) C/PARRILLA  DOS DORMITORIOS EN PLANTA BAJA, Y UNO EN 1 PI;PH 4 ambientes con Agua Potable en Lautaro al 1300, Capital Federal, Flores, por U$S 200.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
129.246;3/20/14 0:00;2014;mar;dto;Coghlan;3435359;-34.5560058,-58.4779032;55;50;;2;MODERNO A estrenar con Balcon /Lavadero, Podes elegir, quedan 4, todos con Placares, pisos Pocellanato, Muy buena onda,y Luminosos 1562242697, visitalo, TE VA A GUSTAR A 1 cdra Av Crislogo Larraldey a 1 de Ricardo Balbinl ., llamanos Se acepta pago en PES;A estrenar balcn moderno luminoso, completos baja expensas;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
129.264;1/20/16 0:00;2016;ene;dto;Villa Crespo;3427458;-34.5971308,-58.4417361;42;38;12;1;1 AMBIENTE, VENTA O ALQUILER, VILLA CRESPO, ESTRENAR  Edificio  Planta Baja + 12 Pisos de Departamento  + Terraza con servicios comunes 3 U.F. por piso apto para vivienda y/o estudio profesional Amplio Hall de Entrada con detalles de categoria y excelente;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
129.331;9/17/14 0:00;2014;sep;casa;Floresta;3433910;-34.6332433,-58.4804291;160;110;;;IBB PRESTIGIO VENDE: Casa interna para reciclar totalmente. livingcomedor, cocina, lavadero, 2 dormitorios, 2 baÃ±os, patio verde y seco.;Venta casa. Dormitorios. 160 m2. 110 m2c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
129.389;3/25/14 0:00;2014;mar;dto;Villa Devoto;3427451;-34.607893,-58.5151304;48;40;;;CODIGO: 2096080 ubicado en: Av Beiro 4567   Publicado por: NAVARRO PROPIEDADES. El precio es de USD 130000. Departamento de 2 ambientes a estrenar en una gran ubicacion sobre Av. Francisco Beiro a 2 cuadras de la Plaza del Shopinng de Devoto â€“ Son 48 me;Departamento en Venta en Villa Devoto, Capital Federal;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
129.515;9/10/15 0:00;2015;sep;dto;Balvanera;6693228;-34.6083245,-58.3876272;60;60;9;4;EXCELENTE DEPARTAMENTO DE 4 AMBIENTES AL FRENTE CON BALCÃ“N TERRAZA. SUPER LUMINOSO. MUY BUEN ESTADO, PISOS DE PARQUET, DORMITORIOS CON PLACARD, COCINA CON LAVADERO INDEPENDIENTE, TODOS LOS AMBIENTES CUENTAN CON AIRE ACONDICIONADO.   INMEJORABLE UBICACIÃ“;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129.628;11/9/15 0:00;2015;nov;dto;San Cristobal;3429153;-34.6222036,-58.4044177;46;42;;2;VENTA EMPRENDIMIENTO 2 AMBIENTES. SAN CRISTOBALEdificio de categoria.Doble frente PB y 6 pisos con amenities y cocheras fijas. Muy bajas expensas y apto profesional. Piso flotante en ambiente o similar. Pisos ceramicos en baÃ±os y cocina. Mesada de cocina;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0
129.679;2/17/16 0:00;2016;feb;local;Balvanera;6693228;-34.61213794,-58.4009285582;245;0;;7;Espacioso local, ubicado en zona comercial. Local en planta baja al frente de aproximadamente 30 mÂ_ y amplio subsuelo de alrededor de 200 mÂ_, todo hecho a nuevo (Instalacion elÃ©ctrica, caÃ±erias de gas y agua)Instalacion para camaras de seguridadRecome;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129.684;11/6/15 0:00;2015;nov;dto;Belgrano;3436077;-34.5625944664,-58.4414013163;190;190;;3;"Piso Alto sobre Avenida del Libertador con Cochera.   Piso Alto con Vistas Panoramicas a los Bosques de Palermo, Golf y al Rio. SÃºper luminoso. Living y Comedor en ""L"" a Balcon aterrazado. 3 Dormitorios, todos con Placard, Dos en Suite. Cocina + Comedor";DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
129.696;5/1/15 0:00;2015;may;PH;Liniers;3431333;-34.652314,-58.468831;;72;1;2;Jorge Salafia  CUCICBA 5666Contacto: Carolina Distefano  MLS ID # 42021103977PH ubicado  sobre Fernandez   entre Echeandia    y Dellepiane, Parque Avellaneda.  Muy buena ubicacion, a dos cuadras  de  Av. Eva Peron y una de Av. Lacarra, facil acceso desde;PH de 3 ambientes Parque Avellaneda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129.809;11/15/15 0:00;2015;nov;dto;Recoleta;3429595;-34.5876969992,-58.4021988344;68;65;;;CODIGO: 411521 ubicado en: PeÃ±a 2700   Publicado por: OSVALDO DAVINI PROPIEDADES. El precio es de USD 170000. Muy buen departamento de 3 ambientes  al frente con balcon. Cuenta con dos baÃ±os, uno de ellos completo con baÃ±era. Cocina amplia con lavadero;Muy buen departamento de 3 ambientes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
129.862;1/13/16 0:00;2016;ene;dto;Barrio Norte;3436109;-34.6020117,-58.3909941;30;30;;1;Departamento de 30 m2 en edificio de buena categoria. Muy luminoso. Cocina integrada. BaÃ±o completo de muy buena medida. Baulera comÃºn.CODIGO DE INMUEBLE IAP175220IZRASTZOFF AGENTES INMOBILIARIOSJorge Izrastzoff: Matricula CUCICBA 1354Maria Izrastzoff:;Excelente ubicacion.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
129.871;4/11/15 0:00;2015;abr;dto;Villa Crespo;3427458;-34.598434,-58.449726;74;64;;3;"3 amb al frente con balcon corrido, muy luminoso.Livingcomedor en ""L"" y dormitorios con placard.Pisos flotante y alfombra en las habitacionesCocina equipada con alacena y bajo mesadaLavadero independiente.1 baÃ±o completo y 1 toiletteCalefaccion individua";Juan.B.Justo al 3000.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
129.882;3/26/15 0:00;2015;mar;dto;Nunez;3430348;-34.5493874,-58.4753693;49;46;1;2;VENTA DEPARTAMENTO 2 AMBIENTES NUÃ‘EZ Departamento a estrenar en excelente ubicacion, cerca de importantes accesos. Living comedor. un dormitorio, cocina comedor y baÃ±o completo. Cuenta con escritorio y balcon. Impecable Expensas a confirmar. Detalle del;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
129.890;10/26/15 0:00;2015;oct;dto;Belgrano;3436077;-34.56822,-58.458337;;51;11;2;Venta  Departamento  Argentina, Buenos Aires, Capital Federal, Belgrano  1 Dormitorios  Apto profesionalMy Residence es un desarrollo en un lote de triple frente, de mas de 26 mts.DiseÃ±ado con amenities de primer nivel y con un amplio parque.Piscina clim;Departamento en Venta ubicado en Belgrano;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
129.966;7/18/15 0:00;2015;jul;dto;Villa Crespo;3427458;-34.5989072814,-58.4311102947;70;64;6;3;3 AMBIENTES CON DEPENDENCIA, EN VENTA, VILLA CRESPO  APTO PROFESIONAL  EXCELENTE UBICACION SOBRE AV. ESTADO DE ISRAEL Y A 2 CUADRAS DE AV. CORRIENTES (EST. ANGEL GALLARDO)  EDIFICIO EN ESQUINA, MUY LUMINOSO  LIVING COMEDOR CON SALIDA A BALCON CORRIDO, DOS;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
13.134;4/24/15 0:00;2015;abr;PH;Mataderos;3430787;-34.6639333,-58.5105893;71;67;;;CODIGO: 1066165 ubicado en: Jose Rodo 7246   Publicado por: LUYE PROPIEDADES. El precio es de USD 110000. 3 Ambientes al Frente con garage. Patio. Cocina comedor, barra desayunadora. 2 Dormitorios con placard. LavÂº indep. BaÃ±o completo. Sin expensas. Ap;3 Ambientes FRENTE con garage. Patio. Muy buen estado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
13.142;2/4/16 0:00;2016;feb;dto;Nunez;3430348;-34.5528297,-58.4603329;38;35;;1;Hermoso departamento monoambiente, pisos de parquet, baÃ±o completo, cocina incorporada, lavadero, y balcon al frente muy luminoso, piso alto,en lo mejor de Belgrano, el edificio cuenta con piscina, y SUM Y SOLARIUM. a pasos de Av Cabildo, estacion de sub;OPORTUNIDAD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
13.222;1/24/16 0:00;2016;ene;dto;Colegiales;3435356;-34.553223,-58.454797;;30;1;1;Alejandro Botta  CUCICBA 5922Contacto: Arqta. Paula Cristofaro  MLS ID # 42039104312En lo mejor de NÃºÃ±ez, edificio a estrenar en la zona mas buscada.  Donde se combinan propiedades de categoria, oferta gourmet, comercial, deportiva y cultural.  A 2 cuad;VENTA Monoambiente a Estrenar en NuÃ±ez!!!;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
13.392;10/14/15 0:00;2015;oct;dto;Palermo;3430234;-34.5789604265,-58.4361520042;88;72;2;3;Venta Departamento Excelente ubicacion: zona tranquila, a 4 cuadras de Subte Linea D, proximo a estacion de Tren Linea Mitre, a 4 cuadras de Av. Santa FÃ© (mas de 10 lineas de colectivos). Edificio con Piscina y Parrilla en terraza. Bajas expensas. NATIVA;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.485;2/24/15 0:00;2015;feb;dto;Caballito;3435874;-34.6199379253,-58.4373066;87;84;;;CODIGO: 713205 ubicado en: Riglos 100   Publicado por: TITOLO COLACE PROPIEDADES. El precio es de USD 175000. Semipiso de 4 amb al frente recliclado a nuevo. Living comedor amplio y luminoso con piso de porcelanato  con salida al balcon. Cuenta con dos do;Semipiso 4 ambientes al frente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
13.516;10/11/15 0:00;2015;oct;PH;Balvanera;6693228;-34.616455,-58.4002;;180;;4;Mauro Marvisi  CUCICBA 1762Contacto: Carlos Gustavo Pollarolo  MLS ID # 42005104473Gran PH tipo Casa mas de 6 ambientes, al frente, sin expensas, servicios totalmente individuales, 4 dormitorios, 3 baÃ±os, 2 completos y 1 toil, Vestidor, gran cocina comed;PH En venta tipo Casa 6 ambientes. eL MEJOR PRECIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.586;8/25/15 0:00;2015;ago;casa;Villa del Parque;3427455;-34.6025732,-58.4831045;102;70;;;CODIGO: 278100 ubicado en: Bolivia 2700   Publicado por: C I M A S    PROPIEDADES. El precio es de USD 139000. DUPLEX 3 AMBIENTES AL FRENTE  CON ENTRADA DE AUTO Y TERRAZA  PLANTA BAJA: * ENTRADA DE AUTO CON REJAS  PRIMER NIVEL: * IMPECABLE LIVING COMEDOR;DUPLEX 3 AMB. CON ENTRADA DE AUTO, BALCON Y TERRAZA CON PARRILLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.620;5/8/15 0:00;2015;may;dto;Congreso;3435259;-34.606417,-58.385469;158;158;;5;Hermoso e impecable departamento antiguo integramente reciclado en excelente edificio, con servicios centrales muy bien ubicado en el pasaje Rivarola, declarado Patrimonio historico. El inmueble cuenta con amplios ambientes con luz natural, excelentes pis;Hermoso departamento antiguo, integramente reciclado. Calefaccion central.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.631;3/25/14 0:00;2014;mar;dto;Boca;3436004;-34.6318716304,-58.3704458288;49;49;;;CODIGO: 943123456 ubicado en: Av Regimiento de los Patricios 200   Publicado por: CONGRESO INMOBILIARIA  MATRÃçCULA 2402 CABA. El precio es de ARS 1562000. Venta en Av Regimiento de Patricios 200. Matricula 2402. CABA A dos cuadras de Parque Lezama. Proye;Venta Departamento  Av. Reg Patricios 200  Barracas , Capital Federal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.698;1/26/16 0:00;2016;ene;dto;Recoleta;3429595;-34.58759571,-58.3856005294;200;180;;;DEPARTAMENTO PISO, 4 AMBIENTES CON DEPENDENCIA EN VENTA. EXCELENTE ZONA DE RECOLETA, PATIO BULRICH. EDIFICIO PREMIUM, CON COCHERA Y AMENITIES. TASACIONES SIN COMPROMISO EFURIO.  Se trata de un piso en el corazon de Recoleta de 200 m2.  Con balcon al frent;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0
13.712;9/6/14 0:00;2014;sep;dto;Floresta;3433910;-34.6238636,-58.4885205;60;54;;3;Plena Vista al Mar. Reciclado a nuevoExcelente living comedor con pisos de cemento alisado con espectacular vista, salida  a balcon.Cocina separada reciclada a nuevo con sol y luz.BaÃ±o completo en imejorable estado.2 Dormitorios con placard y pisos de pa;3 Ambientes con plena vista al mar frente a Alfonsina. Ambientes. Dormitorios. 60 m2. 54 m2c;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
13.770;1/19/16 0:00;2016;ene;dto;Boedo;3436003;-34.6209899,-58.4165467;25;25;;1;Cc13.5 PRE VENTA, PARA INVERSORES DESDE u$s 30.150;;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
130.013;7/25/14 0:00;2014;jul;dto;Villa Luro;3427407;-34.6482589,-58.5070677;50;45;;;CODIGO: 1019V108 ubicado en: PIZARRO 6052   Publicado por: CIOCALE INMOBILIARIA. El precio es de USD 89000. PH AL FRENTE CON PATIO , AMPLIO LIVIN CON COCINA CON DESAYUNADOR  DE 6X4 M2, DORMITORIO DE 360X300, CON PLACARD DE MADERA EMPOTRADO , BAÃ‘O COMPLET;PH AL FRENTE DE 2 AMBIENTES CON PATIO , APTO PROFESIONAL , A MEDIA CUADRA DE EMILIO CASTRO Y DE AV LARRAZABAL , EXCELENTE UBICACION;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
130.089;2/10/16 0:00;2016;feb;casa;Mataderos;3430787;-34.6550787,-58.5110042;242;160;;3;Venta de Casa 3 AMBIENTES en Mataderos Living comedor con pisos de escalla de marmol y hogar, detalles de yeso. Cocina comedor: con mesada en L, muebles de bajomesada y alacena de madera, Garage  que se anexa a la cocina, con porton levadizo y placards. T;CASA EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130.090;4/27/15 0:00;2015;abr;dto;Saavedra;3429422;-34.5546456,-58.4935532;43;36;3;;VENTA DEPRTAMENTO  MONOAMBIENTE EN SAAVEDRA Emprendimiento desarrollado en el barrio residencial de Saavedra, con numerosos accesos y espacios verdes. Edificio con amenities, entre los que se destacan salon de usos mÃºltiples, piscina, jacuzzi, solarium y;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
130.149;1/30/16 0:00;2016;ene;dto;Palermo;3430234;-34.5913604,-58.4134397;33;28;4;1;Excelente departamento de un ambiente en Boulevard Charcas, situado a 300 metros del Alto Palermo y de la estacion de subte D, estacion Bulnes. Inmejorable Ubicacion.  Importante hall, independiente a las viviendas, realizado en marmol y acero inoxidable;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130.275;6/9/14 0:00;2014;jun;dto;Flores;3433918;-34.6302770424,-58.4649038315;43;43;;;CODIGO: 222104 ubicado en: Varela   Publicado por: FDM DESARROLLOS INMOBILIARIOS. El precio es de USD 55000. Flores. 2 amb. 43m2. Dpto. internoExc. ubic. Â_ cuadra Av. Rivadavia7300. Oportunidad u$s 55.0000 . Publicado a travÃ©s de Mapaprop;Departamento en Venta en Flores, Capital Federal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130.325;1/18/16 0:00;2016;ene;dto;Belgrano;3436077;-34.5745207785,-58.4395826665;0;37;3;;Edificio a estrenar. Monoambiente s de 37 mts incluye baulera y balcÃƒÂ_n. Sum con parrilla y solÃƒÂ¡rium(67900733);Departamento con Cochera en ZAPATA 200, Capital Federal, Belgrano, por U$S 105.500;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
130.358;11/10/15 0:00;2015;nov;dto;Boedo;3436003;-34.6219347,-58.4164472;24;24;;1;b210 TU DEPTO CON PISCINA EN 100 CUOTAS $ 5.208 TODO EN PESOS;;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
130.455;10/1/15 0:00;2015;oct;PH;Liniers;3431333;-34.6521661175,-58.5177647612;46;36;;1;Ph 1 Amb en Liniers  Venta en pozo con entrega Diciembre 2015 Excelente ubicacion A 1 cuadra de Av. Emilio Castro Complejo de ph a estrenar, de 8 unidades en total, 4 unidades en planta baja y 4 en 1Âº piso, con bajas expensas. El ph a la venta se encuent;PH EN VENTA;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
130.466;1/26/16 0:00;2016;ene;dto;Villa Pueyrredon;3429703;-34.576143,-58.482091;;106;;3;Cristian Arnal Ponti   3570Contacto: Liliana Zelerteins  MLS ID # 221046234Gran departamento en 9no piso  contrafrente,pulmon de manzana abierto  .de 4 ambientes ,2 baÃ±os en la mejor zona de Villa Urquiza ,edificio Torre aberturas en todos los ambientes;Departamento 3 Dormitorios Boulevard Mendoza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130.595;3/25/14 0:00;2014;mar;dto;Puerto Madero;3429760;-34.6093791,-58.3622486;168;168;;;CODIGO:  ubicado en: Marta Lynch 489   Publicado por: ISABEL MINIM. El precio es de USD 660000. En Puerto Madero Este con una inmejorable vista al Rio de la Plata, frente a la reserva Ecologica, nace Renoir Residencias de Altura.  Dos torres magnificas de;Renoir - 3 ambientes con cochera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130.621;11/23/15 0:00;2015;nov;dto;Capital Federal;3433955;-34.5538682,-58.4594383;300;275;;6;EXCELENTE PISO DE CATEGORIA TOTALMENTE RECICLADO  DUEÃ‘O DIRECTO;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
130.649;4/12/15 0:00;2015;abr;dto;Belgrano;3436077;-34.5596531821,-58.4450890605;0;40;8;;EXCELENTE MONOAMBIENTE EN BELGRANOAPTO PROFESIONAL.EDIFICIO MODERNO CON AMENITIES (pileta in out,gym,spa,sum,solarium)Vista abierta al este.ConstruyÃƒÂ_ Grupo Upgrade.(4705062);Departamento con 12 Plantas en DEL LIBERTADOR, Av. 5700, Capital Federal, Belgrano, por U$S 112.000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
130.659;6/16/15 0:00;2015;jun;dto;Nunez;3430348;-34.5366964,-58.4663124;;72;;;CODIGO: 1974290 ubicado en: Pico 1600   Publicado por: BELFORTE PROPIEDADES  . El precio es de USD 160000. 3 AMBIENTES A MTS DE AV. DEL LIBERTADOR Y ESTAC. RIVADAVIA AMPLIO, IMPECABLE Y LUMINOSO DPTO RECICLADO C/BALCÃ“N A LA CALLE 2 BAÃ‘O BAULERA PARRILLA;Excelente 3 ambientes a la calle muy luminoso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130.735;2/22/16 0:00;2016;feb;local;Caballito;3435874;-34.626571,-58.453541;180;180;;4;Fondo de comercio destinado a Salon de Fiestas infantilesUbicado a 1 cuadra de Av. Rivadavia. Sobre cuadra con gran transito. Alquiler: $ 12.424 a renegociar con la locadora Utilidad: $ 23.500Superficie: 180 m2, con 2 baÃ±os, cocina y office.Zona de coleg;Curapaligue y Rivadavia - Salon de Fiestas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
130.914;9/24/15 0:00;2015;sep;dto;Belgrano;3436077;-34.566809,-58.4718436;48;43;2;2;Venta Departamento en BELGRANO R  2 ambientes A Estrenar con cochera fija descucbierta.  Living/Comedor con cocina integrada, baÃ±o completo y dormitorio con placard. Edificio con SUM y Laundry en terraza. . Vista abierta a contrafrente, super Luminoso  F;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
130.938;11/6/15 0:00;2015;nov;PH;Agronomia;3436487;-34.579629,-58.5082539;64;64;;3;PH A ESTRENAR. FRENTE. ENTRADA INDEPENDIENTE. Dos dormitorios, el principal con placard, el segundo con espacio para vestidor. BaÃ±o compartimentado, con ducha escocesa.  Cocina completa integrada, living comedor. Lavadero. Dos bauleras. Tanque de reserva;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
131.094;2/20/16 0:00;2016;feb;dto;Velez Sarsfield;3427528;-34.616928,-58.502347;;38;;1;Luis Varela   3872Contacto: Sergio Boraquia  MLS ID # 351030484Impecable departamento con balcon al contrafrente en Montre Castro, con 38m2 totales, de los cuales 36m2 son cubiertos.  AntigÃ_edad de 5 aÃ±os, el edificio esta en excelentes condiciones. Ter;MONOAMBIENTE DIVISIBLE +LUMINOSO  + BALCON +IMPEC.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
131.110;9/23/15 0:00;2015;sep;dto;Villa Devoto;3427451;-34.5915576,-58.508675;;77;6;2;"Venta  Departamento  Argentina, Buenos Aires, Capital Federal, Villa Devoto  1 Dormitorios  Con CocheraSE VENDE ALQUILADO, CON RENTA** ""Fideicomiso Gabriela Mistral 3446"". Edificio de 6 Pisos, compuesto por Monoambientes y 2 Duplex Tipo Loft de 2 ambiente";Departamento en Venta ubicado en Villa Devoto;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
131.236;7/8/15 0:00;2015;jul;casa;Belgrano;3436077;-34.56879894,-58.4702141821;500;420;;;Chalet construido en tres plantasMuy luminoso en todos sus ambientesAntiguedad: 45 aÃƒÂ±osOrientaciÃƒÂ_n: noresteSuperficie cubierta: 420 M2Superficie libre (jardÃƒÂ_n): 8,66 x 12 Buen lote de 8,66 mts x 34,64 mtsCASA TIPO CHALET  PLANTA BAJA: LIVING Y CO;Casa 500mÂ_ con Cochera en WASHINGTON 2200, Capital Federal, Belgrano, por U$S 800.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131.285;1/26/16 0:00;2016;ene;dto;Parque Centenario;;-34.6031461281,-58.4377218214;22;22;3;1;EXCELENTE AMBIENTE HIPER LUMINOSO A 1 CUADRA DEL PARQUE CENTENARIO   INMEJORABLE ZONA DE VILLA CRESPO, A 3 CUADRAS DE AV. CORRIENTES, 4 DEL SUBTE LINEA B.  APTO PROFESIONAL  AMBIENTE CON PLACARD, COCINA APARTE COMPLETA CON LAVADERO INCORPORADO Y BAÃ‘O, ES;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131.325;1/19/16 0:00;2016;ene;dto;Palermo;3430234;-34.6009698,-58.4749226;103;;1;;PISO. 4 AMBIENTES CON DEPENDENCIA. FRENTE Y CONTRAFRENTE. 103 M2 TOTALES. IMPECABLE. BALCON CORRIDO CON PROTECCION. BAÃ‘O Y COCINA COMPLETOS. 3 PLACARDS. SERVICIOS INDIVIDUALES. BAULERA. LAVADERO INCORPORADO. PISOS DE PARQUET. 3 PISOS, ASCENSOR.  EXPENSAS;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
131.340;11/27/14 0:00;2014;nov;dto;Villa Devoto;3427451;-34.6093845,-58.5028569;;36;;;CODIGO: 961 AMBIENTE CON BALCON ESTRENAR ubicado en: NOGOYA 4069   Publicado por: NAPOLI PROPIEDADES. El precio es de USD 69000. 1 AMBIENTE AMPLIO CON BALCON 36M2 . Publicado a travÃ©s de Mapaprop;A ESTRENAR 1 AMBIENTE CON BALCON SUPER AMPLIO;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
131.423;9/24/15 0:00;2015;sep;dto;Once;3430291;-34.6033972641,-58.4050499218;50;48;4;2;VENTA DEPARTAMENTO 2 AMBIENTES ONCE Muy buen departamento de 2 ambientes, living, un dormitorio con placard, baÃ±o completo y cocina. Balcon. Servicios individuales. Aire sol y luz Se deja constancia que las medidas, superficies y m2 consignados son aprox;DEPARTAMENTO EN VENTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
131.463;12/3/15 0:00;2015;dic;dto;Palermo Chico;;-34.6036844,-58.3815591;38;38;;;CODIGO:  ubicado en: Republica Arabe Siria 3200   Publicado por: PAMPA PROPIEDADES. El precio es de USD 120000. Ubicado a 1 cuadra de Av. Del Libertador, boulevard CerviÃ±o, Palacio Bellini, Palacio los patos. En edificio tradicional muy tranquilo segundo;Venta 2 amb reciclado a nuevo, Palermo chico.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131.496;2/12/16 0:00;2016;feb;dto;Puerto Madero;3429760;-34.6190677,-58.3606637;52;52;;;HARBOUR RESIDENCES . APTO PROFESIONALExcelente departamento apto profesional en moderno edificio de Puerto Madero. Palier semi privado. Amplio monoambiente divisible con excelentes placards. LindÃƒÂ_dimo balcÃƒÂ_n corrido con vista muy agaradable. Cocina;Departamento 52mÂ_ con Cochera en LOLA MORA 400, Capital Federal, Puerto Madero, por U$S 200.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131.502;2/10/16 0:00;2016;feb;PH;Boedo;3436003;;97;81;;3;DEPARTAMENTO VENTA BOEDO / CABALLITO.PH: Dstribuido en dos plantas, reciclado y en buen estado. PLANTA BAJA: Living/comedor, cocina y un baÃ±o completo.entre piso: Segundo cuarto. Terraza: Quincho techado con parrilla. BARRIO: Tansportes cercanos, colecti;SANTANDER 400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
131.589;2/3/15 0:00;2015;feb;dto;Villa Urquiza;3433775;-34.5780775,-58.4953238;58;;;1;Sus originales pautas de dise&ntilde;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
